siteid,sitename,itemid,itemname,itemengname,itemunit,monitormonth,concentration
36,南投,10,風速,WIND_SPEED,m/sec,202508,1.2
36,南投,14,溫度,AMB_TEMP,℃,202508,29.1
36,南投,31,甲烷,CH4,ppm,202508,1.99
36,南投,33,細懸浮微粒,PM2.5,μg/m3,202508,9.4
36,南投,38,相對濕度,RH,%,202508,73
36,南投,143,小時風速值,WS_HR,m/sec,202508,0.9
37,斗六,1,二氧化硫,SO2,ppb,202508,1.4
37,斗六,2,一氧化碳,CO,ppm,202508,0.16
37,斗六,3,臭氧,O3,ppb,202508,28
37,斗六,4,懸浮微粒,PM10,μg/m3,202508,20
37,斗六,5,氮氧化物,NOx,ppb,202508,5.4
37,斗六,6,一氧化氮,NO,ppb,202508,1.1
37,斗六,7,二氧化氮,NO2,ppb,202508,4
37,斗六,8,總碳氫化物,THC,ppm,202508,2.04
37,斗六,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.02
37,斗六,10,風速,WIND_SPEED,m/sec,202508,1.5
37,斗六,14,溫度,AMB_TEMP,℃,202508,29.4
37,斗六,31,甲烷,CH4,ppm,202508,2.02
37,斗六,33,細懸浮微粒,PM2.5,μg/m3,202508,10.2
37,斗六,38,相對濕度,RH,%,202508,78
37,斗六,143,小時風速值,WS_HR,m/sec,202508,1.2
38,崙背,1,二氧化硫,SO2,ppb,202508,1.1
38,崙背,2,一氧化碳,CO,ppm,202508,0.14
38,崙背,3,臭氧,O3,ppb,202508,23
38,崙背,4,懸浮微粒,PM10,μg/m3,202508,24
38,崙背,5,氮氧化物,NOx,ppb,202508,6.4
38,崙背,6,一氧化氮,NO,ppb,202508,1.3
38,崙背,7,二氧化氮,NO2,ppb,202508,5
38,崙背,8,總碳氫化物,THC,ppm,202508,2.19
38,崙背,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.02
38,崙背,10,風速,WIND_SPEED,m/sec,202508,1.2
38,崙背,14,溫度,AMB_TEMP,℃,202508,29.5
38,崙背,31,甲烷,CH4,ppm,202508,2.16
38,崙背,33,細懸浮微粒,PM2.5,μg/m3,202508,11
38,崙背,38,相對濕度,RH,%,202508,76
38,崙背,143,小時風速值,WS_HR,m/sec,202508,1
39,新港,1,二氧化硫,SO2,ppb,202508,1.8
39,新港,2,一氧化碳,CO,ppm,202508,0.14
39,新港,3,臭氧,O3,ppb,202508,25
39,新港,4,懸浮微粒,PM10,μg/m3,202508,20
39,新港,5,氮氧化物,NOx,ppb,202508,6
39,新港,6,一氧化氮,NO,ppb,202508,0.8
39,新港,7,二氧化氮,NO2,ppb,202508,5
39,新港,10,風速,WIND_SPEED,m/sec,202508,1.6
39,新港,14,溫度,AMB_TEMP,℃,202508,29.5
39,新港,33,細懸浮微粒,PM2.5,μg/m3,202508,7.8
39,新港,38,相對濕度,RH,%,202508,82
39,新港,143,小時風速值,WS_HR,m/sec,202508,1.4
40,朴子,1,二氧化硫,SO2,ppb,202508,0.8
40,朴子,2,一氧化碳,CO,ppm,202508,0.08
40,朴子,3,臭氧,O3,ppb,202508,23
40,朴子,4,懸浮微粒,PM10,μg/m3,202508,20
40,朴子,5,氮氧化物,NOx,ppb,202508,4.5
40,朴子,6,一氧化氮,NO,ppb,202508,1.3
40,朴子,7,二氧化氮,NO2,ppb,202508,3
40,朴子,10,風速,WIND_SPEED,m/sec,202508,1.3
40,朴子,14,溫度,AMB_TEMP,℃,202508,29.3
40,朴子,33,細懸浮微粒,PM2.5,μg/m3,202508,9.1
40,朴子,38,相對濕度,RH,%,202508,80
40,朴子,143,小時風速值,WS_HR,m/sec,202508,1
41,臺西,1,二氧化硫,SO2,ppb,202508,0.9
41,臺西,2,一氧化碳,CO,ppm,202508,0.12
41,臺西,3,臭氧,O3,ppb,202508,26
41,臺西,4,懸浮微粒,PM10,μg/m3,202508,21
41,臺西,5,氮氧化物,NOx,ppb,202508,4.7
41,臺西,6,一氧化氮,NO,ppb,202508,1
41,臺西,7,二氧化氮,NO2,ppb,202508,3
41,臺西,8,總碳氫化物,THC,ppm,202508,2.09
41,臺西,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.02
41,臺西,10,風速,WIND_SPEED,m/sec,202508,2.4
41,臺西,14,溫度,AMB_TEMP,℃,202508,29.3
41,臺西,31,甲烷,CH4,ppm,202508,2.06
41,臺西,33,細懸浮微粒,PM2.5,μg/m3,202508,6.1
41,臺西,38,相對濕度,RH,%,202508,84
41,臺西,143,小時風速值,WS_HR,m/sec,202508,2.1
42,嘉義,1,二氧化硫,SO2,ppb,202508,1.3
42,嘉義,2,一氧化碳,CO,ppm,202508,0.14
42,嘉義,3,臭氧,O3,ppb,202508,25
42,嘉義,4,懸浮微粒,PM10,μg/m3,202508,16
42,嘉義,5,氮氧化物,NOx,ppb,202508,4.7
42,嘉義,6,一氧化氮,NO,ppb,202508,0.8
42,嘉義,7,二氧化氮,NO2,ppb,202508,3
42,嘉義,8,總碳氫化物,THC,ppm,202508,1.96
42,嘉義,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.02
42,嘉義,10,風速,WIND_SPEED,m/sec,202508,1.5
42,嘉義,14,溫度,AMB_TEMP,℃,202508,28.9
42,嘉義,31,甲烷,CH4,ppm,202508,1.93
42,嘉義,33,細懸浮微粒,PM2.5,μg/m3,202508,6.7
42,嘉義,38,相對濕度,RH,%,202508,75
42,嘉義,143,小時風速值,WS_HR,m/sec,202508,1.3
43,新營,1,二氧化硫,SO2,ppb,202508,0.7
43,新營,2,一氧化碳,CO,ppm,202508,0.15
43,新營,3,臭氧,O3,ppb,202508,22
43,新營,4,懸浮微粒,PM10,μg/m3,202508,20
43,新營,5,氮氧化物,NOx,ppb,202508,6.2
43,新營,6,一氧化氮,NO,ppb,202508,1.6
43,新營,7,二氧化氮,NO2,ppb,202508,4
43,新營,8,總碳氫化物,THC,ppm,202508,2.19
43,新營,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.02
43,新營,10,風速,WIND_SPEED,m/sec,202508,1.6
43,新營,14,溫度,AMB_TEMP,℃,202508,29.5
43,新營,31,甲烷,CH4,ppm,202508,2.16
43,新營,33,細懸浮微粒,PM2.5,μg/m3,202508,7.4
43,新營,38,相對濕度,RH,%,202508,74
43,新營,143,小時風速值,WS_HR,m/sec,202508,1.2
44,善化,1,二氧化硫,SO2,ppb,202508,1
44,善化,2,一氧化碳,CO,ppm,202508,0.11
44,善化,3,臭氧,O3,ppb,202508,21
44,善化,4,懸浮微粒,PM10,μg/m3,202508,16
44,善化,5,氮氧化物,NOx,ppb,202508,5.7
44,善化,6,一氧化氮,NO,ppb,202508,1.1
44,善化,7,二氧化氮,NO2,ppb,202508,4
44,善化,10,風速,WIND_SPEED,m/sec,202508,1.8
44,善化,14,溫度,AMB_TEMP,℃,202508,28.3
44,善化,33,細懸浮微粒,PM2.5,μg/m3,202508,8.4
44,善化,38,相對濕度,RH,%,202508,85
44,善化,143,小時風速值,WS_HR,m/sec,202508,1.6
45,安南,1,二氧化硫,SO2,ppb,202508,0.6
45,安南,2,一氧化碳,CO,ppm,202508,0.18
45,安南,3,臭氧,O3,ppb,202508,23
45,安南,4,懸浮微粒,PM10,μg/m3,202508,19
45,安南,5,氮氧化物,NOx,ppb,202508,7.8
45,安南,6,一氧化氮,NO,ppb,202508,1.4
45,安南,7,二氧化氮,NO2,ppb,202508,6
45,安南,8,總碳氫化物,THC,ppm,202508,2.04
45,安南,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.08
45,安南,10,風速,WIND_SPEED,m/sec,202508,2
45,安南,14,溫度,AMB_TEMP,℃,202508,30
45,安南,31,甲烷,CH4,ppm,202508,1.96
45,安南,33,細懸浮微粒,PM2.5,μg/m3,202508,8.5
45,安南,38,相對濕度,RH,%,202508,74
45,安南,143,小時風速值,WS_HR,m/sec,202508,1.8
46,臺南,1,二氧化硫,SO2,ppb,202508,0.6
46,臺南,2,一氧化碳,CO,ppm,202508,0.15
46,臺南,3,臭氧,O3,ppb,202508,24
46,臺南,4,懸浮微粒,PM10,μg/m3,202508,19
46,臺南,5,氮氧化物,NOx,ppb,202508,7.4
46,臺南,6,一氧化氮,NO,ppb,202508,1.1
46,臺南,7,二氧化氮,NO2,ppb,202508,6
46,臺南,8,總碳氫化物,THC,ppm,202508,1.98
46,臺南,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
46,臺南,10,風速,WIND_SPEED,m/sec,202508,2
46,臺南,14,溫度,AMB_TEMP,℃,202508,29.7
46,臺南,31,甲烷,CH4,ppm,202508,1.91
46,臺南,33,細懸浮微粒,PM2.5,μg/m3,202508,8.9
46,臺南,38,相對濕度,RH,%,202508,75
46,臺南,143,小時風速值,WS_HR,m/sec,202508,1.8
47,美濃,1,二氧化硫,SO2,ppb,202508,0.7
47,美濃,2,一氧化碳,CO,ppm,202508,0.14
47,美濃,3,臭氧,O3,ppb,202508,23
47,美濃,4,懸浮微粒,PM10,μg/m3,202508,17
47,美濃,5,氮氧化物,NOx,ppb,202508,3.3
47,美濃,6,一氧化氮,NO,ppb,202508,0.6
47,美濃,7,二氧化氮,NO2,ppb,202508,2
47,美濃,10,風速,WIND_SPEED,m/sec,202508,1
47,美濃,14,溫度,AMB_TEMP,℃,202508,28.3
47,美濃,33,細懸浮微粒,PM2.5,μg/m3,202508,6
47,美濃,38,相對濕度,RH,%,202508,80
47,美濃,143,小時風速值,WS_HR,m/sec,202508,0.7
48,橋頭,1,二氧化硫,SO2,ppb,202508,1
48,橋頭,2,一氧化碳,CO,ppm,202508,0.15
48,橋頭,3,臭氧,O3,ppb,202508,24
48,橋頭,4,懸浮微粒,PM10,μg/m3,202508,21
48,橋頭,5,氮氧化物,NOx,ppb,202508,7.7
48,橋頭,6,一氧化氮,NO,ppb,202508,1.4
48,橋頭,7,二氧化氮,NO2,ppb,202508,6
48,橋頭,8,總碳氫化物,THC,ppm,202508,2.02
48,橋頭,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.04
48,橋頭,10,風速,WIND_SPEED,m/sec,202508,2.1
48,橋頭,14,溫度,AMB_TEMP,℃,202508,29
48,橋頭,31,甲烷,CH4,ppm,202508,1.98
48,橋頭,33,細懸浮微粒,PM2.5,μg/m3,202508,9.9
48,橋頭,38,相對濕度,RH,%,202508,77
48,橋頭,143,小時風速值,WS_HR,m/sec,202508,1.9
49,仁武,1,二氧化硫,SO2,ppb,202508,1
49,仁武,2,一氧化碳,CO,ppm,202508,0.17
49,仁武,3,臭氧,O3,ppb,202508,23
49,仁武,4,懸浮微粒,PM10,μg/m3,202508,20
49,仁武,5,氮氧化物,NOx,ppb,202508,9.6
49,仁武,6,一氧化氮,NO,ppb,202508,1.4
49,仁武,7,二氧化氮,NO2,ppb,202508,8
49,仁武,8,總碳氫化物,THC,ppm,202508,1.96
49,仁武,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
49,仁武,10,風速,WIND_SPEED,m/sec,202508,2
49,仁武,14,溫度,AMB_TEMP,℃,202508,29.5
49,仁武,31,甲烷,CH4,ppm,202508,1.89
49,仁武,33,細懸浮微粒,PM2.5,μg/m3,202508,8.9
49,仁武,38,相對濕度,RH,%,202508,77
49,仁武,143,小時風速值,WS_HR,m/sec,202508,1.7
50,鳳山,1,二氧化硫,SO2,ppb,202508,1.2
50,鳳山,2,一氧化碳,CO,ppm,202508,0.28
50,鳳山,3,臭氧,O3,ppb,202508,22
50,鳳山,4,懸浮微粒,PM10,μg/m3,202508,22
50,鳳山,5,氮氧化物,NOx,ppb,202508,9.9
50,鳳山,6,一氧化氮,NO,ppb,202508,1.9
50,鳳山,7,二氧化氮,NO2,ppb,202508,7
50,鳳山,8,總碳氫化物,THC,ppm,202508,2.11
50,鳳山,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.11
50,鳳山,10,風速,WIND_SPEED,m/sec,202508,0.8
50,鳳山,14,溫度,AMB_TEMP,℃,202508,30.1
50,鳳山,31,甲烷,CH4,ppm,202508,1.98
50,鳳山,33,細懸浮微粒,PM2.5,μg/m3,202508,11.5
50,鳳山,38,相對濕度,RH,%,202508,79
50,鳳山,143,小時風速值,WS_HR,m/sec,202508,0.6
51,大寮,1,二氧化硫,SO2,ppb,202508,1.6
51,大寮,2,一氧化碳,CO,ppm,202508,0.18
51,大寮,3,臭氧,O3,ppb,202508,20
51,大寮,4,懸浮微粒,PM10,μg/m3,202508,25
51,大寮,5,氮氧化物,NOx,ppb,202508,9.2
51,大寮,6,一氧化氮,NO,ppb,202508,1.7
51,大寮,7,二氧化氮,NO2,ppb,202508,7
51,大寮,8,總碳氫化物,THC,ppm,202508,2.12
51,大寮,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.08
51,大寮,10,風速,WIND_SPEED,m/sec,202508,1.4
51,大寮,14,溫度,AMB_TEMP,℃,202508,28.9
51,大寮,31,甲烷,CH4,ppm,202508,2.02
51,大寮,33,細懸浮微粒,PM2.5,μg/m3,202508,11.6
51,大寮,38,相對濕度,RH,%,202508,83
51,大寮,143,小時風速值,WS_HR,m/sec,202508,1.1
52,林園,1,二氧化硫,SO2,ppb,202508,1
52,林園,2,一氧化碳,CO,ppm,202508,0.15
52,林園,3,臭氧,O3,ppb,202508,25
52,林園,4,懸浮微粒,PM10,μg/m3,202508,26
52,林園,5,氮氧化物,NOx,ppb,202508,5.1
52,林園,6,一氧化氮,NO,ppb,202508,0.9
52,林園,7,二氧化氮,NO2,ppb,202508,4
52,林園,8,總碳氫化物,THC,ppm,202508,2.06
52,林園,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
52,林園,10,風速,WIND_SPEED,m/sec,202508,1.8
52,林園,14,溫度,AMB_TEMP,℃,202508,29.1
52,林園,31,甲烷,CH4,ppm,202508,2
52,林園,33,細懸浮微粒,PM2.5,μg/m3,202508,9.3
52,林園,38,相對濕度,RH,%,202508,73
52,林園,143,小時風速值,WS_HR,m/sec,202508,1.6
53,楠梓,1,二氧化硫,SO2,ppb,202508,1.1
53,楠梓,2,一氧化碳,CO,ppm,202508,0.17
53,楠梓,3,臭氧,O3,ppb,202508,22
53,楠梓,4,懸浮微粒,PM10,μg/m3,202508,23
53,楠梓,5,氮氧化物,NOx,ppb,202508,9.7
53,楠梓,6,一氧化氮,NO,ppb,202508,1.8
53,楠梓,7,二氧化氮,NO2,ppb,202508,7
53,楠梓,8,總碳氫化物,THC,ppm,202508,2.02
53,楠梓,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.06
53,楠梓,10,風速,WIND_SPEED,m/sec,202508,1.7
53,楠梓,14,溫度,AMB_TEMP,℃,202508,29.4
53,楠梓,31,甲烷,CH4,ppm,202508,1.96
53,楠梓,33,細懸浮微粒,PM2.5,μg/m3,202508,9.9
53,楠梓,38,相對濕度,RH,%,202508,78
53,楠梓,143,小時風速值,WS_HR,m/sec,202508,1.4
54,左營,1,二氧化硫,SO2,ppb,202508,0.7
54,左營,2,一氧化碳,CO,ppm,202508,0.18
54,左營,3,臭氧,O3,ppb,202508,23
54,左營,4,懸浮微粒,PM10,μg/m3,202508,20
54,左營,5,氮氧化物,NOx,ppb,202508,7.8
54,左營,6,一氧化氮,NO,ppb,202508,1.1
54,左營,7,二氧化氮,NO2,ppb,202508,6
54,左營,8,總碳氫化物,THC,ppm,202508,1.95
54,左營,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
54,左營,10,風速,WIND_SPEED,m/sec,202508,2
54,左營,14,溫度,AMB_TEMP,℃,202508,29.4
54,左營,31,甲烷,CH4,ppm,202508,1.89
54,左營,33,細懸浮微粒,PM2.5,μg/m3,202508,9.5
54,左營,38,相對濕度,RH,%,202508,79
54,左營,143,小時風速值,WS_HR,m/sec,202508,1.7
56,前金,1,二氧化硫,SO2,ppb,202508,0.7
56,前金,2,一氧化碳,CO,ppm,202508,0.18
56,前金,3,臭氧,O3,ppb,202508,25
56,前金,4,懸浮微粒,PM10,μg/m3,202508,23
56,前金,5,氮氧化物,NOx,ppb,202508,6.4
56,前金,6,一氧化氮,NO,ppb,202508,1.2
56,前金,7,二氧化氮,NO2,ppb,202508,5
56,前金,8,總碳氫化物,THC,ppm,202508,1.94
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
56,前金,10,風速,WIND_SPEED,m/sec,202508,2.6
56,前金,14,溫度,AMB_TEMP,℃,202508,29.6
56,前金,31,甲烷,CH4,ppm,202508,1.89
56,前金,33,細懸浮微粒,PM2.5,μg/m3,202508,9.4
56,前金,38,相對濕度,RH,%,202508,80
56,前金,143,小時風速值,WS_HR,m/sec,202508,2.3
57,前鎮,1,二氧化硫,SO2,ppb,202508,1.4
57,前鎮,2,一氧化碳,CO,ppm,202508,0.23
57,前鎮,3,臭氧,O3,ppb,202508,23
57,前鎮,4,懸浮微粒,PM10,μg/m3,202508,21
57,前鎮,5,氮氧化物,NOx,ppb,202508,12.6
57,前鎮,6,一氧化氮,NO,ppb,202508,2.7
57,前鎮,7,二氧化氮,NO2,ppb,202508,9
57,前鎮,8,總碳氫化物,THC,ppm,202508,2.04
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.08
57,前鎮,10,風速,WIND_SPEED,m/sec,202508,1.3
57,前鎮,14,溫度,AMB_TEMP,℃,202508,29.4
57,前鎮,31,甲烷,CH4,ppm,202508,1.96
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,202508,7.5
57,前鎮,38,相對濕度,RH,%,202508,80
57,前鎮,143,小時風速值,WS_HR,m/sec,202508,0.9
58,小港,1,二氧化硫,SO2,ppb,202508,1.4
58,小港,2,一氧化碳,CO,ppm,202508,0.17
58,小港,3,臭氧,O3,ppb,202508,22
58,小港,4,懸浮微粒,PM10,μg/m3,202508,18
58,小港,5,氮氧化物,NOx,ppb,202508,13.4
58,小港,6,一氧化氮,NO,ppb,202508,2.7
58,小港,7,二氧化氮,NO2,ppb,202508,10
58,小港,8,總碳氫化物,THC,ppm,202508,2.06
58,小港,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.08
58,小港,10,風速,WIND_SPEED,m/sec,202508,1.6
58,小港,14,溫度,AMB_TEMP,℃,202508,29.6
58,小港,31,甲烷,CH4,ppm,202508,1.98
58,小港,33,細懸浮微粒,PM2.5,μg/m3,202508,10.9
58,小港,38,相對濕度,RH,%,202508,79
58,小港,143,小時風速值,WS_HR,m/sec,202508,1.4
59,屏東,1,二氧化硫,SO2,ppb,202508,0.9
59,屏東,2,一氧化碳,CO,ppm,202508,0.19
59,屏東,3,臭氧,O3,ppb,202508,24
59,屏東,4,懸浮微粒,PM10,μg/m3,202508,22
59,屏東,5,氮氧化物,NOx,ppb,202508,7
59,屏東,6,一氧化氮,NO,ppb,202508,0.9
59,屏東,7,二氧化氮,NO2,ppb,202508,6
59,屏東,8,總碳氫化物,THC,ppm,202508,2.11
59,屏東,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.05
59,屏東,10,風速,WIND_SPEED,m/sec,202508,1.6
59,屏東,14,溫度,AMB_TEMP,℃,202508,29.4
59,屏東,31,甲烷,CH4,ppm,202508,2.04
59,屏東,33,細懸浮微粒,PM2.5,μg/m3,202508,8.9
59,屏東,38,相對濕度,RH,%,202508,78
59,屏東,143,小時風速值,WS_HR,m/sec,202508,1.3
60,潮州,1,二氧化硫,SO2,ppb,202508,0.9
60,潮州,2,一氧化碳,CO,ppm,202508,0.15
60,潮州,3,臭氧,O3,ppb,202508,23
60,潮州,4,懸浮微粒,PM10,μg/m3,202508,21
60,潮州,5,氮氧化物,NOx,ppb,202508,4.4
60,潮州,6,一氧化氮,NO,ppb,202508,0.6
60,潮州,7,二氧化氮,NO2,ppb,202508,3
60,潮州,8,總碳氫化物,THC,ppm,202508,2.02
60,潮州,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.01
60,潮州,10,風速,WIND_SPEED,m/sec,202508,1.6
60,潮州,14,溫度,AMB_TEMP,℃,202508,28.5
60,潮州,31,甲烷,CH4,ppm,202508,2
60,潮州,33,細懸浮微粒,PM2.5,μg/m3,202508,9.7
60,潮州,38,相對濕度,RH,%,202508,84
60,潮州,143,小時風速值,WS_HR,m/sec,202508,1.3
61,恆春,1,二氧化硫,SO2,ppb,202508,0.8
61,恆春,2,一氧化碳,CO,ppm,202508,0.07
61,恆春,3,臭氧,O3,ppb,202508,18
61,恆春,4,懸浮微粒,PM10,μg/m3,202508,12
61,恆春,5,氮氧化物,NOx,ppb,202508,1.2
61,恆春,6,一氧化氮,NO,ppb,202508,0.5
61,恆春,7,二氧化氮,NO2,ppb,202508,0
61,恆春,10,風速,WIND_SPEED,m/sec,202508,3.4
61,恆春,14,溫度,AMB_TEMP,℃,202508,27.9
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,202508,6.9
61,恆春,38,相對濕度,RH,%,202508,86
61,恆春,143,小時風速值,WS_HR,m/sec,202508,3.2
62,臺東,1,二氧化硫,SO2,ppb,202508,0.8
62,臺東,2,一氧化碳,CO,ppm,202508,0.11
62,臺東,3,臭氧,O3,ppb,202508,12
62,臺東,4,懸浮微粒,PM10,μg/m3,202508,13
62,臺東,5,氮氧化物,NOx,ppb,202508,4.7
62,臺東,6,一氧化氮,NO,ppb,202508,1.7
62,臺東,7,二氧化氮,NO2,ppb,202508,2
62,臺東,8,總碳氫化物,THC,ppm,202508,1.95
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.01
62,臺東,10,風速,WIND_SPEED,m/sec,202508,1.4
62,臺東,14,溫度,AMB_TEMP,℃,202508,28.6
62,臺東,31,甲烷,CH4,ppm,202508,1.93
62,臺東,33,細懸浮微粒,PM2.5,μg/m3,202508,4.6
62,臺東,38,相對濕度,RH,%,202508,82
62,臺東,143,小時風速值,WS_HR,m/sec,202508,1.1
63,花蓮,1,二氧化硫,SO2,ppb,202508,0.3
63,花蓮,2,一氧化碳,CO,ppm,202508,0.12
63,花蓮,3,臭氧,O3,ppb,202508,14
63,花蓮,4,懸浮微粒,PM10,μg/m3,202508,12
63,花蓮,5,氮氧化物,NOx,ppb,202508,3.2
63,花蓮,6,一氧化氮,NO,ppb,202508,0.9
63,花蓮,7,二氧化氮,NO2,ppb,202508,2
63,花蓮,8,總碳氫化物,THC,ppm,202508,1.94
63,花蓮,9,非甲烷碳氫化合物,NMHC,ppm,202508,0
63,花蓮,10,風速,WIND_SPEED,m/sec,202508,1.8
63,花蓮,14,溫度,AMB_TEMP,℃,202508,29
63,花蓮,31,甲烷,CH4,ppm,202508,1.93
63,花蓮,33,細懸浮微粒,PM2.5,μg/m3,202508,5.8
63,花蓮,38,相對濕度,RH,%,202508,78
63,花蓮,143,小時風速值,WS_HR,m/sec,202508,1.5
64,陽明,1,二氧化硫,SO2,ppb,202508,1.3
64,陽明,2,一氧化碳,CO,ppm,202508,0.12
64,陽明,3,臭氧,O3,ppb,202508,23
64,陽明,4,懸浮微粒,PM10,μg/m3,202508,12
64,陽明,5,氮氧化物,NOx,ppb,202508,2.6
64,陽明,6,一氧化氮,NO,ppb,202508,0.5
64,陽明,7,二氧化氮,NO2,ppb,202508,1
64,陽明,10,風速,WIND_SPEED,m/sec,202508,2.3
64,陽明,14,溫度,AMB_TEMP,℃,202508,23.6
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,202508,5.4
64,陽明,38,相對濕度,RH,%,202508,85
65,宜蘭,1,二氧化硫,SO2,ppb,202508,0.6
65,宜蘭,2,一氧化碳,CO,ppm,202508,0.13
65,宜蘭,3,臭氧,O3,ppb,202508,16
65,宜蘭,4,懸浮微粒,PM10,μg/m3,202508,11
65,宜蘭,5,氮氧化物,NOx,ppb,202508,3.2
65,宜蘭,6,一氧化氮,NO,ppb,202508,0.8
65,宜蘭,7,二氧化氮,NO2,ppb,202508,2
65,宜蘭,8,總碳氫化物,THC,ppm,202508,1.91
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,202508,0
65,宜蘭,10,風速,WIND_SPEED,m/sec,202508,1.8
65,宜蘭,14,溫度,AMB_TEMP,℃,202508,29.9
65,宜蘭,31,甲烷,CH4,ppm,202508,1.9
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,202508,6.1
65,宜蘭,38,相對濕度,RH,%,202508,76
65,宜蘭,143,小時風速值,WS_HR,m/sec,202508,1.4
66,冬山,1,二氧化硫,SO2,ppb,202508,0.9
66,冬山,2,一氧化碳,CO,ppm,202508,0.18
66,冬山,3,臭氧,O3,ppb,202508,17
66,冬山,4,懸浮微粒,PM10,μg/m3,202508,18
66,冬山,5,氮氧化物,NOx,ppb,202508,7.2
66,冬山,6,一氧化氮,NO,ppb,202508,2.3
66,冬山,7,二氧化氮,NO2,ppb,202508,4
66,冬山,10,風速,WIND_SPEED,m/sec,202508,1.9
66,冬山,14,溫度,AMB_TEMP,℃,202508,29.9
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,202508,7.3
66,冬山,38,相對濕度,RH,%,202508,74
66,冬山,143,小時風速值,WS_HR,m/sec,202508,1.5
67,三重,1,二氧化硫,SO2,ppb,202508,0.8
67,三重,2,一氧化碳,CO,ppm,202508,0.56
67,三重,3,臭氧,O3,ppb,202508,10
67,三重,4,懸浮微粒,PM10,μg/m3,202508,19
67,三重,5,氮氧化物,NOx,ppb,202508,47.4
67,三重,6,一氧化氮,NO,ppb,202508,29.3
67,三重,7,二氧化氮,NO2,ppb,202508,18
67,三重,8,總碳氫化物,THC,ppm,202508,2.23
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.16
67,三重,14,溫度,AMB_TEMP,℃,202508,31.3
67,三重,31,甲烷,CH4,ppm,202508,2.06
67,三重,33,細懸浮微粒,PM2.5,μg/m3,202508,10.7
67,三重,38,相對濕度,RH,%,202508,63
68,中壢,1,二氧化硫,SO2,ppb,202508,1.1
68,中壢,2,一氧化碳,CO,ppm,202508,0.59
68,中壢,3,臭氧,O3,ppb,202508,16
68,中壢,4,懸浮微粒,PM10,μg/m3,202508,21
68,中壢,5,氮氧化物,NOx,ppb,202508,33.8
68,中壢,6,一氧化氮,NO,ppb,202508,17.9
68,中壢,7,二氧化氮,NO2,ppb,202508,15
68,中壢,8,總碳氫化物,THC,ppm,202508,2.19
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.17
68,中壢,10,風速,WIND_SPEED,m/sec,202508,0.6
68,中壢,14,溫度,AMB_TEMP,℃,202508,30.3
68,中壢,31,甲烷,CH4,ppm,202508,2
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,202508,9.9
68,中壢,38,相對濕度,RH,%,202508,65
68,中壢,143,小時風速值,WS_HR,m/sec,202508,0.3
69,竹山,1,二氧化硫,SO2,ppb,202508,1.2
69,竹山,2,一氧化碳,CO,ppm,202508,0.12
69,竹山,3,臭氧,O3,ppb,202508,25
69,竹山,4,懸浮微粒,PM10,μg/m3,202508,20
69,竹山,5,氮氧化物,NOx,ppb,202508,4.3
69,竹山,6,一氧化氮,NO,ppb,202508,0.8
69,竹山,7,二氧化氮,NO2,ppb,202508,3
69,竹山,8,總碳氫化物,THC,ppm,202508,2
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,202508,0.01
69,竹山,10,風速,WIND_SPEED,m/sec,202508,1.3
69,竹山,14,溫度,AMB_TEMP,℃,202508,28.2
69,竹山,31,甲烷,CH4,ppm,202508,1.98
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,202508,8.1
69,竹山,38,相對濕度,RH,%,202508,77
69,竹山,143,小時風速值,WS_HR,m/sec,202508,0.9
70,永和,1,二氧化硫,SO2,ppb,202508,0.8
70,永和,2,一氧化碳,CO,ppm,202508,0.35
70,永和,3,臭氧,O3,ppb,202508,16
70,永和,4,懸浮微粒,PM10,μg/m3,202508,16
70,永和,5,氮氧化物,NOx,ppb,202508,14.5
